WBAN|WMO|CallSign|ClimateDivisionCode|ClimateDivisionStateCode|ClimateDivisionStationCode|Name|State|Location|Latitude|Longitude|GroundHeight|StationHeight|Barometer|TimeZone
04111||EVW||||EVANSTON|WY|EVAN-UINTA CO BURNS FLD AP|41.273|-111.031|7140|7144|7143|-7 
04112||SNT||||STANLEY|ID|STANLEY RANGER STATION|44.171|-114.927|6495|6495|6501|-7 
04113||HRI||||HERMISTON|OR|HERMISTON MUNICIPAL ARPT|45.826|-119.261|634|641|643|-8 
04114||LLJ||||CHALLIS|ID|CHALLIS AIRPORT|41.523|-114.215|5040|5040|5042|-7 
04116||U42||||SALT LAKE CITY|UT|SALT LAKE CITY MUNI 2 ARPT|40.619|-111.984|4603|4603||-7 
04117||142||||CARDSTON||CARDSTON AUTOMATED REPORTING STATION|49.200|-113.283|3727|3727||-7 
04118||189||||CRESTON||CRESTON AUTOMATIC WEATHER SYSTEM|49.083|-116.500|2119|2119||-7 
04119||218||||ONEFOUR||ONEFOUR AUTOMATIC WEATHER REPORTING SYSTEM|49.117|-110.467|3068|3068||-7 
04120||242||||CROWSNEST||CROWSNEST|49.633|-114.483|4275|4275||-7 
04121||243||||MILK RIVER||MILK RIVER|49.133|-112.050|3445|3445||-7 
04122||281||||BOW ISLAND||BOW ISLAND|49.633|-111.450|2749|2749||-7 
04123||284||||OSOYOOS||OSOYOOS AUTOMATIC WEATHER REPORTING SYSTEM|49.033|-119.433|928|928||-8 
04125||84DA||||JOHN DAY 35 WNW|OR|JOHN DAY FOSSIL BEDS NATIONAL MONUMENT|44.556|-119.646|2242|2245|99999|-8 
04126||D4A6||||ARCO 17 SW|ID|CRATERS OF THE MOON NM & PRESERVE|43.462|-113.556|5917|5920|99999|-7 
04127||E13C||||MURPHY 10 W|ID|ARS NW WATERSHED RESEARCH CENTER|43.204|-116.751|3947|3950|99999|-7 
04128||F24A||||RILEY 10 WSW|OR|NORTHERN GREAT BASIN EXPERIMENTAL RANGE|43.471|-119.692|4584|4587|99999|-8 
04129||SZT||||SANDPOINT|ID|SANDPOINT AIRPORT|48.299|-116.560|2127|2127||-7 
04130||305A||||ST. MARY 1 SSW|MT|GLACIER NATIONAL PARK|48.741|-113.433|4552|4555|99999|-7 
04131||B4B4||||MOOSE 1 NNE|WY|GRAND TETON NATIONAL PARK|43.661|-110.712|6463|6466|99999|-7 
04133||36U||||HEBER|UT|HEBER CITY MUNI ARPT-RUSS MCDONALD FIELD|40.482|-111.429|0|5637|0|-7 
04134||QCA||||DUGWAY PROVING GROUND|UT|GRANITE PEAK DUGWAY PROVING GROUND|40.161|-113.351|0|4300|0|-7 
04135||DIJ||||DRIGGS|ID|DRIGGS-REED MEMORIAL AIRPORT|43.743|-111.098|99999|6229|99999|-7 
04201||SPB||||SCAPPOOSE|OR|SCAPPOOSE INDUS AIRPK ARPT|45.773|-122.861|43|55|50|-8 
04204||0Q5||||SHELTER COVE|CA|SHELTER COVE AIRPORT|40.033|-124.067|69|69||-8 
04205||AWO||||ARLINGTON|WA|ARLINGTON MUNICIPAL ARPT|48.161|-122.151|137|137||-8 
04206||134||||ENTRANCE ISLAND||ENTRANCE ISLAND AUTOMATIC WEATHER SYSTEM|49.217|-123.800|16|16||-8 
04207||139||||SATURNA ISLAND||SATURNA ISLAND METEOROLOGICAL AERO SYSTEM|48.783|-123.050|79|79||-8 
04208||143||||BALLENAS ISLAND||BALLENAS ISLAND AUTOMATIC WEATHER SYSTEM|49.350|-124.167|16|16||-8 
04209||151||||SISTERS ISLAND||SISTERS ISLAND AUTOMATIC WEATHER SYSTEM|49.483|-124.433|16|16||-8 
04210||196||||MALAHAT||MALAHAT AUTOMATIC WEATHER REPORTING SYSTEM|48.583|-123.583|1201|1201||-8 
04211||224||||ESQUIMALT HARBOUR||ESQUIMALT HARBOUR, B. C.|48.433|-123.433|10|10||-8 
04212||232||||RACE ROCKS||RACE ROCKS AUTOMATIC WEATHER SYSTEM|48.300|-123.533|16|16||-8 
04213||260||||SAND HEADS CS||SAND HEADS CS, B. C.|49.100|-123.300|43|43||-8 
04214||267||||VIC. HARTLAND||VIC. HARTLAND AUTOMATIC WEATHER SYSTEM|48.533|-123.467|505|505||-8 
04215||270||||W VANCOUVER||W VANCOUVER AUTOMATIC WEATHER SYSTEM|49.350|-123.183|584|584||-8 
04216||274||||WHITE ROCK||WHITE ROCK AUTOMATIC WEATHER SYSTEM|49.017|-122.783|49|49||-8 
04217||282||||VICTORIA UNIVERSITY||VICTORIA UNIVERSITY|48.450|-123.300|197|197||-8 
04218||285||||AGASSIZ||AGASSIZ AUTOMATED REPORTING STATION|49.250|-121.767|49|49||-8 
04219||289||||KELP REEFS||KELP REEFS, B. C.|48.550|-123.233|0|||-8 
04221||W39||||ROCHE HARBOR|WA|ROCHE HARBOR SEAPLANE BASE|48.608|-123.159|0|||-8 
04222||745E||||REDDING 12WNW|CA|WHISKEYTOWN NATIONAL RECREATION AREA|40.651|-122.607|1415|1418|99999|-8 
04223||97AC||||DARRINGTON 21 NNE|WA|NORTH CASCADES NATIONAL PARK|48.541|-121.446|404|407|99999|-8 
04224||ORS||||EASTSOUND|WA|ORCAS ISLAND AIRPORT|48.708|-122.911|31|31||-8 
04706||333||||Ottawa||Ottawa Int'L. Ont.|45.317|-75.667|381|381||-5 
04707||225||||PARENT||PARENT, QUE.|47.917|-74.617|1450|1450||-5 
04715||344||||TRENTON||TRENTON, ONT.|44.117|-77.533|279|279||-5 
04720||JHW||||JAMESTOWN|NY|CHAUTAUQUA CO/JAMESTOWN AP|42.153|-79.251|1723|1723||-5 
04724||IAG||||NIAGARA FALLS|NY|NIAGARA FALLS INTL AIRPORT|43.107|-78.945|585|587|599|-5 
04725|72515|BGM|02|30|0687|BINGHAMTON|NY|GREATER BINGHAMTON/E A LINK FIELD AP|42.208|-75.981|1595|1638|1630|-5 
04726||JST||36|4392|JOHNSTOWN|PA|J MURTHA JTWN-CMBRA CO APT|40.301|-78.834|2277|2284|2280|-5 
04728||E4C8||||LA JUNTA 17 WSW|CO|USDA COMANCHE NATIONAL GRASSLAND|37.864|-103.823|4383|4386|99999|-7 
04731||346||||ROUYN||ROUYN AIRPORT|48.200|-78.833|988|988||-5 
04741||SCH||||SCHENECTADY|NY|SCHENECTADY COUNTY AIRPORT|42.852|-73.918|378|378||-5 
04743||PSM||||PORTSMOUTH|NH|PEASE INTERNATIONAL TRADEPORT AIRPORT|43.078|-70.823|0|100|0|-5 
04751||BFD|10|36|0865|BRADFORD|PA|BRADFORD REGIONAL AIRPORT|41.803|-78.640|2109|2150|2125|-5 
04771||217||||NORMANDIN||NORMANDIN|48.833|-72.550|449|449||-5 
04780||FIT||||FITCHBURG|MA|FITCHBURG MUNICIPAL ARP|42.552|-71.756|336|348|342|-5 
04781||ISP|04|30|4130|ISLIP|NY|LONG ISLAND MAC ARTHUR AIRPORT|40.794|-73.102|84|108|144|-5 
04787||DUJ|00|36|2260|DU BOIS|PA|DU BOIS-JEFFERSON CO ARPT|41.178|-78.899|1808|1824|1807|-5 
04789||MGJ||||MONTGOMERY|NY|ORANGE COUNTY AIRPORT|41.509|-74.265|354|365|359|-5 
04803||RHI||||RHINELANDER|WI|RHINELANDER-ONEIDA CO ARPT|45.631|-89.465|1618|1624|1593|-6 
04804||OSU||||COLUMBUS|OH|OHIO STATE UNIVERSITY ARPT|40.078|-83.078|904|905|943|-5 
04805||CGF||||CLEVELAND|OH|CUYAHOGA COUNTY AIRPORT|41.565|-81.486|0|879|0|-5 
04806||EKM||||ELKHART|IN|ELKHART MUNICIPAL AIRPORT|41.719|-86.002|0|778|0|-5 
04807||GYY||||GARY|IN|GARY/CHICAGO AIRPORT|41.616|-87.401|592|592||-5 
04808||ARR||||CHICAGO/AURORA|IL|AURORA MUNICIPAL AIRPORT|41.770|-88.481|701|714|709|-6 
04811||108||||KILLARNEY||KILLARNEY METEOROLOGICAL AERO SYSTEM|45.967|-81.483|643|643||-5 
04812||211||||GREAT DUCK ISLAND||GREAT DUCK ISLAND|45.633|-82.967|600|600||-5 
04813||BVI||||BEAVER FALLS|PA|BEAVER COUNTY AIRPORT|40.773|-80.391|0|1253|0|-5 
04814||276||||COVE ISLAND||COVE ISLAND METEOROLOGICAL AERO SYSTEM|45.333|-81.733|594|594||-5 
04815||228||||LONG POINT||LONG POINT METEOROLOGICAL AERO SYSTEM|42.567|-80.050|574|574||-5 
04818||208||||S. E. SHOAL||S. E. SHOAL METEOROLOGICAL AERO SYSTEM|41.833|-82.467|640|640||-5 
04819||122||||BELLE RIVER||BELLE RIVER, ONT.|42.300|-82.700|604|604||-5 
04824||SUE||||STURGEON BAY|WI|DOOR CO CHERRYLAND AIRPORT|44.844|-87.417|724|724||-6 
04825||ATW||||APPLETON|WI|OUTAGAMIE CO RGNL AIRPORT|44.257|-88.517|918|918||-6 
04826||ISW||||WISCONSIN RAPIDS|WI|ALEXANDER FD S WOOD CO APT|44.359|-89.837|1014|1021|1011|-6 
04827||AFJ||||WASHINGTON|PA|WASHINGTON COUNTY AIRPORT|40.136|-80.284|1184|1184||-5 
04828||AID||||ANDERSON|IN|ANRSN MUNI DRNGTON FLD AP|40.109|-85.601|919|919||-5 
04829||HYX||||SAGINAW|MI|SAGNAW CO H.W. BROWNE ARPT|43.433|-83.851|600|600||-5 
04831||LOT||||CHICAGO/ROMEOVILLE|IL|LEWIS UNIVERSITY AIRPORT|41.608|-88.084|673|673||-6 
04836||FVE||||FRENCHVILLE|ME|NRN AROOSTOOK REGIONAL APT|47.286|-68.307|982|1000|990|-5 
04838||PWK||||CHICAGO/PROSPECT HGTS/WHEELI|IL|PALWAUKEE MUNICIPAL ARPT|42.121|-87.905|636|647|644|-6 
04839||BIV||||HOLLAND|MI|TULIP CITY AIRPORT|42.746|-86.097|680|688|687|-5 
04840||FLD||||FOND DU LAC|WI|FOND DU LAC COUNTY AIRPORT|43.770|-88.486|786|807|792|-6 
04841||SBM||||SHEBOYGAN|WI|SHEBOYGAN CO MEMO AIRPORT|43.769|-87.851|743|749|746|-6 
04842||BJJ||||WOOSTER|OH|WAYNE COUNTY AIRPORT|40.875|-81.887|1108|1137|1130|-5 
04843||GKJ||||MEADVILLE|PA|PORT MEADVILLE AIRPORT|41.626|-80.215|1407|1400|1406|-5 
04845||ENW||||KENOSHA|WI|KENOSHA REGIONAL AIRPORT|42.595|-87.938|730|743|723|-6 
04846||VPZ||||VALPARAISO|IN|PORTER COUNTY MUNICIPAL AIRPORT|41.453|-87.006|770|770|760|-6 
04847||ADG||||ADRIAN|MI|ADRIAN LENAWEE COUNTY ARPT|41.868|-84.079|796|798|795|-5 
04848||TDZ||||TOLEDO|OH|METCALF FIELD AIRPORT|41.563|-83.476|620|624|623|-5 
04849||LPR||||LORAIN/ELYRIA|OH|LORAIN COUNTY RGNL AIRPORT|41.179|-82.179|791|794|793|-5 
04850||AOH||||LIMA|OH|LIMA ALLEN COUNTY AIRPORT|40.708|-84.027|974|975|974|-5 
04851||DFI||||DEFIANCE|OH|DEFIANCE MEMORIAL AIRPORT|41.338|-84.429|701|708|721|-5 
04852||PHD||||NEW PHILADELPHIA|OH|HARRY CLEVER FIELD AIRPORT|40.470|-81.420|890|895|897|-5 
04853||BKL||||CLEVELAND|OH|CLEVELAND BURKE LAKEFNT AP|41.518|-81.684|580|584|606|-5 
04854||GLR||||GAYLORD|MI|OTSEGO COUNTY AIRPORT|45.013|-84.701|1332|1328|1338|-5 
04855||MNN||||MARION|OH|MARION MUNICIPAL AIRPORT|40.616|-83.064|985|990|991|-5 
04856||P75||||SEUL CHOIX POINT|MI|SEUL CHOIX POINT|45.950|-86.230|587|584|590|-5 
04857||HZY||||ASHTABULA|OH|ASHTABULA COUNTY AIRPORT|41.778|-80.696|918|924|910|-5 
04858||VTA||||NEWARK|OH|NEWARK-HEATH AIRPORT|40.023|-82.463|880|884|882|-5 
04862||AAA||||LINCOLN|IL|LOGAN COUNTY AIRPORT|40.158|-89.333|597|597||-6 
04863||ACB||||BELLAIRE|MI|ANTRIM COUNTY AIRPORT|44.989|-85.185|623|623||-5 
04864||AIG||||ANTIGO|WI|LANGLADE COUNTY AIRPORT|45.154|-89.101|1522|1522||-6 
04865||ARV||||MINOCQUA-WOODRUFF|WI|LKLND/NOBL F LEE MEM FD AP|45.928|-89.718|1630|1630||-6 
04866||BUU||||BURLINGTON|WI|BURLINGTON MUNICIPAL ARPT|42.690|-88.300|779|779||-6 
04867||C09||||MORRIS|IL|MORS MUNI-J.R. WSBRN FD AP|41.425|-88.417|584|584||-6 
04868||C75||||LACON|IL|MARSHALL COUNTY AIRPORT|41.019|-89.384|568|568||-6 
04869||CIU||||SAULT STE MARIE|MI|CHIPPEWA COUNTY INTL ARPT|46.251|-84.467|800|800||-5 
04870||CVX||||CHARLEVOIX|MI|CHARLEVOIX MUNICIPAL ARPT|45.305|-85.267|670|670||-5 
04871||DKB||||DE KALB|IL|DE KALB TAYLOR MUNI ARPT|41.932|-88.701|915|915||-6 
04872||DUH||||LAMBERTVILLE|MI|TOLEDO SUBURBAN AIRPORT|41.736|-83.650|669|669||-5 
04873||EFT||||MONROE|WI|MONROE MUNICIPAL AIRPORT|42.615|-89.584|1085|1085||-6 
04874||ERY||||NEWBERRY|MI|LUCE COUNTY AIRPORT|46.311|-85.451|869|869||-5 
04875||ETB||||WEST BEND|WI|WEST BEND MUNICIPAL ARPT|43.422|-88.118|887|887||-6 
04876||FEP||||FREEPORT|IL|ALBERTUS AIRPORT|42.246|-89.568|859|859||-6 
04877||FPK||||CHARLOTTE|MI|FITCH H BEACH AIRPORT|42.574|-84.801|891|891||-5 
04878||GOV||||GRAYLING|MI|GRAYLING ARMY AIRFIELD|44.680|-84.718|1158|1158||-5 
04879||IGQ||||CHICAGO|IL|LANSING MUNICIPAL AIRPORT|41.540|-87.518|616|616||-6 
04880||IKK||||KANKAKEE|IL|GREATER KANKAKEE AIRPORT|41.121|-87.834|1980|1980||-6 
04881||ISQ||||MANISTIQUE|MI|SCHOOLCRAFT COUNTY AIRPORT|45.974|-86.167|685|685||-5 
04882||JYM||||HILLSDALE|MI|HILLSDALE MUNICIPAL ARPT|41.921|-84.583|1182|1182||-5 
04883||LDM||||LUDINGTON|MI|MASON COUNTY AIRPORT|43.963|-86.401|645|645||-5 
04884||MGN||||HARBOR SPRINGS|MI|HARBOR SPRINGS AIRPORT|45.426|-84.901|686|686||-5 
04885||MOP||||MOUNT PLEASANT|MI|MOUNT PLEASANT MUNI ARPT|43.622|-84.734|755|755||-5 
04886||OEB||||COLDWATER|MI|BRANCH COUNTY MEMO AIRPORT|41.933|-85.050|959|959||-5 
04887||OZW||||HOWELL|MI|LIVINGSTON COUNTY AIRPORT|42.629|-83.983|960|960||-5 
04888||PHN||||PORT HURON|MI|ST CLAIR COUNTY INTL ARPT|42.911|-82.518|650|650||-5 
04889||PNT||||PONTIAC|IL|PONTIAC MUNICIPAL AIRPORT|40.924|-88.618|659|659||-6 
04890||RPJ||||ROCHELLE|IL|ROCHELLE MUNI ARPT-KORITZ FIELD AIRPORT|41.893|-89.068|781|781||-6 
04891||RRL||||MERRILL|WI|MERRILL MUNICIPAL AIRPORT|45.199|-89.701|1317|1317||-6 
04892||SJX||||BEAVER ISLAND|MI|BEAVER ISLAND AIRPORT|45.689|-85.551|669|669||-5 
04893||SLH||||CHEBOYGAN|MI|CHEBOYGAN COUNTY AIRPORT|45.654|-84.517|641|641||-5 
04894||SQI||||STERLING/ROCKFALLS|IL|WHITESIDE CO ARPT-JOS H BITTOR F FLD ARPT|41.743|-89.668|647|647||-6 
04895||STE||||STEVENS POINT|WI|STEVENS POINT MUNI ARPT|44.545|-89.518|1110|1110||-6 
04896||TIP||||RANTOUL|IL|RANTOUL NATL AVN CNTR-F ELLIOTT FIELD AIRPORT|40.293|-88.134|737|737||-6 
04897||UES||||WAUKESHA|WI|WAUKESHA COUNTY AIRPORT|43.041|-88.234|911|911||-6 
04898||UNU||||JUNEAU|WI|DODGE COUNTY AIRPORT|43.426|-88.700|936|936||-6 
04899||VYS||||PERU|IL|ILLINOIS VALLEY RGNL-WALTER DUNCAN FLD ARPT|41.352|-89.150|654|654||-6 
04901||AUH||||AURORA|NE|ARRA MUNI-AL POTTER FLD AP|40.894|-97.984|1804|1804||-6 
04902||AUM||||AUSTIN|MN|AUSTIN MUNICIPAL AIRPORT|43.665|-92.933|1233|1233||-6 
04903||AWG||||WASHINGTON|IA|WASHINGTON MUNICIPAL ARPT|41.276|-91.667|754|754||-6 
04904||AXA||||ALGONA|IA|ALGONA MUNICIPAL AIRPORT|43.078|-94.267|1219|1219||-6 
04905||BFW||||SILVER BAY|MN|SILVER BAY MUNICIPAL ARPT|47.249|-91.401|1089|1089||-6 
04906||BNW||||BOONE|IA|BOONE MUNICIPAL AIRPORT|42.049|-93.835|1160|1160||-6 
04907||CAV||||CLARION|IA|CLARION MUNICIPAL AIRPORT|42.742|-93.751|1162|1162||-6 
04908||CBF||||COUNCIL BLUFFS|IA|COUNCIL BLUFFS MUNI ARPT|41.259|-95.751|1253|1253||-6 
04909||CBG||||CAMBRIDGE|MN|CAMBRIDGE MUNICIPAL ARPT|45.559|-93.251|945|945||-6 
04910||CIN||||CARROLL|IA|ARTHUR N. NEU AIRPORT|42.046|-94.784|1204|1204||-6 
04911||CKC||||GRAND MARAIS|MN|GRAND MARAIS/COOK CO ARPT|47.838|-90.368|1798|1798||-6 
04912||CKN||||CROOKSTON|MN|CRKSTN MUNI KRKWOD FLD APT|47.842|-96.617|899|899||-6 
04913||CNC||||CHARITON|IA|CHARITON MUNICIPAL AIRPORT|41.019|-93.351|1050|1050||-6 
04914||COQ||||CLOQUET|MN|CLOQUET CARLTON CO AIRPORT|46.703|-92.500|1280|1280||-6 
04915||CSQ||||CRESTON|IA|CRESTON MUNICIPAL AIRPORT|41.007|-94.351|1294|1294||-6 
04916||DEH||||DECORAH|IA|DECORAH MUNICIPAL AIRPORT|43.275|-91.734|1157|1157||-6 
04917||DNS||||DENISON|IA|DENISON MUNICIPAL AIRPORT|41.986|-95.368|1276|1276||-6 
04918||DXX||||MADISON|MN|MDSON-LAC QUI PARLE CO APT|44.986|-96.168|1082|1082||-6 
04919||DYT||||DULUTH|MN|SKY HARBOR AIRPORT|46.722|-92.034|610|610||-6 
04920||EBS||||WEBSTER CITY|IA|WEBSTER CITY MUNI AIRPORT|42.436|-93.867|1121|1121||-6 
04921||EOK||||KEOKUK|IA|KEOKUK MUNICIPAL AIRPORT|40.460|-91.418|671|671||-6 
04922||ETH||||WHEATON|MN|WHEATON MUNICIPAL AIRPORT|45.780|-96.534|1027|1027||-6 
04923||EVM||||EVELETH|MN|EVELETH-VIRGINIA MUNI ARPT|47.424|-92.485|1381|||-6 
04924||FET||||FREMONT|NE|FREMONT MUNICIPAL AIRPORT|41.449|-96.517|1203|1203||-6 
04925||FFL||||FAIRFIELD|IA|FAIRFIELD MUNICIPAL ARPT|41.053|-91.968|799|799||-6 
04926||FGN||||FLAG ISLAND|MN|FLAG ISLAND|49.318|-94.900|1080|1080||-6 
04927||FKA||||PRESTON|MN|FILLMORE COUNTY AIRPORT|43.677|-92.168|1276|1276||-6 
04928||FOZ||||BIGFORK|MN|BIGFORK MUNICIPAL AIRPORT|47.783|-93.650|1349|1349||-6 
04929||FSE||||FOSSTON|MN|FOSSTON MUNICIPAL AIRPORT|47.593|-95.768|1273|1273||-6 
04930||FSW||||FORT MADISON|IA|FORT MADISON MUNICIPAL APT|40.659|-91.318|724|724||-6 
04931||GHW||||GLENWOOD|MN|GLENWOOD MUNICIPAL AIRPORT|45.644|-95.317|1393|1393||-6 
04932||GYL||||GLENCOE|MN|GLENCOE MUNICIPAL AIRPORT|44.756|-94.068|992|992||-6 
04933||HCD||||HUTCHINSON|MN|HTCHSON MUNI-BUTLR FLD APT|44.859|-94.368|1060|1060||-6 
04934||HCO||||HALLOCK|MN|HALLOCK MUNICIPAL AIRPORT|48.753|-96.934|819|819||-6 
04935||HDE||||HOLDREGE|NE|BREWSTER FIELD AIRPORT|40.453|-99.334|2309|2309||-6 
04936||HNR||||HARLAN|IA|HARLAN MUNICIPAL AIRPORT|41.584|-95.334|1231|1231||-6 
04937||ICL||||CLARINDA|IA|SCHENCK FIELD AIRPORT|40.722|-95.018|992|992||-6 
04938||IKV||||ANKENY|IA|ANKENY REGIONAL AIRPORT|41.691|-93.551|910|910||-6 
04939||JKJ||||MOORHEAD|MN|MOORHEAD MUNICIPAL AIRPORT|46.839|-96.651|917|917||-6 
04940||JMR||||MORA|MN|MORA MUNICIPAL AIRPORT|45.886|-93.267|1012|1012||-7 
04941||LJF||||LITCHFIELD|MN|LITCHFIELD MUNICIPAL ARPT|45.147|-94.501|1140|1140||-6 
04942||LRJ||||LE MARS|IA|LE MARS MUNICIPAL AIRPORT|42.778|-96.184|1196|1196||-6 
04943||LVN||||MINNEAPOLIS|MN|AIRLAKE AIRPORT|44.628|-93.218|960|960||-6 
04944||LXL||||LITTLE FALLS|MN|LITL FALS/MRSON CO-LNBRG FIELD AIRPORT|45.949|-94.334|1122|1122||-6 
04945||MGG||||MAPLE LAKE|MN|MAPLE LAKE MUNICIPAL ARPT|45.236|-93.983|1028|1028||-6 
04946||MJQ||||JACKSON|MN|JACKSON MUNICIPAL AIRPORT|43.650|-94.984|1446|1446||-6 
04947||MPZ||||MOUNT PLEASANT|IA|MOUNT PLEASANT MUNI ARPT|40.947|-91.511||734||-6 
04948||MOX||||MORRIS|MN|MORRIS MUNICIPAL AIRPORT|45.566|-95.967|1130|1130||-6 
04949||MQB||||MACOMB|IL|MACOMB MUNICIPAL AIRPORT|40.520|-90.650|707|707||-6 
04950||MUT||||MUSCATINE|IA|MUSCATINE MUNICIPIAL ARPT|41.368|-91.135|548|548||-6 
04951||MVE||||MONTEVIDEO|MN|MONTIVIDEO-CHIPPEWA CO APT|44.969|-95.701|1034|1034||-6 
04952||MWM||||WINDOM|MN|WINDOM MUNICIPAL AIRPORT|43.913|-95.101|1410|1410||-6 
04953||MXO||||MONTICELLO|IA|MONTICELLO REGIONAL ARPT|42.224|-91.151|849|849||-6 
04954||MZH||||MOOSE LAKE|MN|MOOSE LAKE CARLTON CO ARPT|46.419|-92.800|1076|1076||-6 
04955||OLZ||||OELWEIN|IA|OELWEIN MUNICIPAL AIRPORT|42.681|-91.967|1076|1076||-6 
04956||ONA||||WINONA|MN|WIOA MUNI-MAX CONRAD FD AP|44.077|-91.701|656|656||-6 
04957||ONL||||O'NEILL|NE|THE O'NEILL MUNI-JOHN L BAKER FIELD AIRPORT|42.470|-98.684|2031|2031||-6 
04958||ORB||||ORR|MN|ORR REGIONAL AIRPORT|48.016|-92.851|1311|1311||-6 
04959||ORC||||ORANGE CITY|IA|ORANGE CITY MUNICIPAL ARPT|42.990|-96.051|1414|1414||-6 
04960||OVL||||OLIVIA|MN|OLIVIA REGIONAL AIRPORT|44.779|-95.018|1076|1076||-6 
04961||OWA||||OWATONNA|MN|OWATONNA DEGNER RGNL ARPT|44.123|-93.251|1146|1146||-6 
04962||OXV||||KNOXVILLE|IA|KNOXVILLE MUNICIPAL ARPT|41.299|-93.101|926|926||-6 
04963||PDC||||PRAIRIE DU CHIEN|WI|PRAIRIE DU CHIEN MUNI ARPT|43.019|-91.117|661|661||-6 
04964||PEA||||PELLA|IA|PELLA MUNICIPAL AIRPORT|41.400|-92.934|885|885||-6 
04965||PQN||||PIPESTONE|MN|PIPESTONE MUNICIPAL ARPT|43.983|-96.300|1736|1736||-6 
04966||RDK||||RED OAK|IA|RED OAK MUNICIPAL AIRPORT|41.010|-95.251|1044|1044||-6 
04967||RGK||||RED WING|MN|RED WING REGIONAL AIRPORT|44.589|-92.483|780|780||-6 
04968||RNH||||NEW RICHMOND|WI|NEW RICHMOND MUNICIPAL APT|45.148|-92.534|996|996||-6 
04969||ROS||||RUSH CITY|MN|RUSH CITY REGIONAL AIRPORT|45.698|-92.950|923|923||-6 
04970||ROX||||ROSEAU|MN|ROSEAU MUNI/RUDY BILLBERG FLD ARPT|48.856|-95.684|1059|1059||-6 
04971||RRT||||WARROAD|MN|WARROAD INTL-SWEDE CARLSON FLD ARPT|48.941|-95.335|1074|1074||-6 
04972||RZN||||SIREN|WI|BURNETT COUNTY AIRPORT|45.823|-92.367|989|989||-6 
04973||SDA||||SHENANDOAH|IA|SHENANDOAH MUNICIPAL ARPT|40.751|-95.401|971|971||-6 
04974||SGS||||SOUTH ST PAUL|MN|SOUTH ST PAUL MUNI-RICHARD E FLEMING FLD ARPT|44.857|-93.018|220|220||-6 
04975||SHL||||SHELDON|IA|SHELDON MUNICIPAL AIRPORT|43.208|-95.833|1419|1419||-6 
04976||SLB||||STORM LAKE|IA|STORM LAKE MUNICIPAL ARPT|42.597|-95.234|1488|1488||-6 
04977||TNU||||NEWTON|IA|NEWTON MUNICIPAL AIRPORT|41.674|-93.017|953|953||-6 
04978||TOB||||DODGE CENTER|MN|DODGE CENTER ARPT|44.018|-92.818|1305|1305||-6 
04979||TWM||||TWO HARBORS|MN|RICHARD B HELGESON AIRPORT|47.049|-91.734|1080|1080||-6 
04980||ULM||||NEW ULM|MN|NEW ULM MUNICIPAL AIRPORT|44.319|-94.500|1011|1011||-6 
04981||VTI||||VINTON|IA|VINTON VETERANS MEMORIAL AIRPARK AIRPORT|42.219|-92.018|845|845||-6 
04982||VVV||||ORTHONVILLE|MN|ORTHONVILLE MUNI-MARTINSON FIELD AIRPORT|45.306|-96.417|1100|1100||-6 
04983||VWU||||WASKISH|MN|WASKISH MUNICIPAL AIRPORT|48.154|-94.517|1181|1181||-6 
04984||XVG||||LONGVILLE|MN|LONGVILLE MUNICIPAL ARPT|46.990|-94.200|1334|1334||-6 
04985||210||||CARMAN||CARMAN U OF M|49.500|-98.033|879|879||-6 
04986||300||||DEERWOOD RCS||DEERWOOD RCS , MAN.|49.400|-98.317|1119|1119||-6 
04987||307||||MORDEN CDA CS||MORDEN CDA CS , MAN.|49.183|-98.083|978|978||-6 
04988||318||||WINNIPEG THE FORKS||WINNIPEG THE FORKS, MAN.|49.883|-97.133|755|755||-6 
04989||IIB||||INDEPENDENCE|IA|INDEPENDENCE MUNICIPAL APT|42.453|-91.948|978|978||-6 
04990||11B8||||SIOUX FALLS 14 NNE|SD|EROS DATA CENTER|43.735|-96.622|1591|1594|99999|-6 
04992||MLE||||OMAHA|NE|MILLARD AIRPORT|41.196|-96.112|1051|1051||-6 
04993||AFK||||NEBRASKA CITY|NE|NEBRASKA CITY MUNI AIRPORT|40.607|-95.866|1162|1162||-6 
04994||21D6||||GOODRIDGE 12 NNW|MN|AGASSIZ NATIONAL WILDLIFE REFUGE|48.306|-95.874|1147|1150|99999|-6 
04995||LUM||||MENOMONIE|WI|MENOMONIE MUNICIPAL AIRPORT-SCORE FIELD|44.892|-91.868|895|895||-6 
04996||SFY||||SAVANNA|IL|TRI-TOWNSHIP AIRPORT|42.046|-90.108|616|616||-6 
04997||HZX||||MCGREGOR|MN|ISEDOR IVERSON AIRPORT|46.619|-93.310|1228|1228||-6 
04998||HJH||||HEBRON|NE|HEBRON MUNICIPAL AIRPORT|40.152|-97.587|1466|1466||-6 
04999||GDB||||GRANITE FALLS|MN|GRANITE FALLS MUNI ARPT/LENZEN-ROE MEMORIAL FIELD|44.753|-95.556|0|1047|0|-6 
11603||BQN||||AGUADILLA||RAFAEL HERNANDEZ AIRPORT|18.495|-67.129|99999|237|99999|-4 
11624||STX|02|67|0198|CHRISTIANSTED||HENRY E ROHLSEN AIRPORT|17.704|-64.799|44|55|41|-4 
11630||NRR||||ROOSEVELT ROADS||NAVAL STATION ROOSEVELT ROADS, CEIBA|18.251|-65.633|35|38|35|-4 
